text,predictions
Sanki chanagam,1
പി ടി തോമസിന്റെ മരണ ചടങ്ങിൽ ഇതൊന്നും കണ്ടില്ലല്ലോ. എല്ലാവരും വലിയ പുണ്യാളൻമാർ. ഇതു എല്ലാവർക്കും ബാധകം. Cameraക്ക് മുന്നിൽ മാസ്‌ക് മറ്റുന്നതു നിങ്ങളും നിർത്തണം.,0
GOMUTHRUM  CHAI NAKU  MODI KODUTHU       VITIRIKUM,0
idokky ellavarkkum ariyamenggilum idupolulla nalla karyaggal parajhukodukku. ellady vargeyada pulabbi manushyaray thammil thallikan nadakalla. thaniku dayvattilikky vishwasamunddo saja?    oru vargeeyavadikkorikkum dayvattilinnum vishwasamuddagilla .,0
ലോകത്തിൽ ഏറ്റവും കൂടുതൽ കൊറോണ രോഗികൾ ഉള്ള രാഷ്ട്രമായി ഇന്ത്യ മാറുന്നു. നമ്മൾ ഇപ്പോൾ പോകുന്നത് ഗുരുതര അവസ്ഥയിലാണ്. എല്ലാം രാഷ്ട്രങ്ങളും കൊറോണക്കെതിരെ ഒരുപാട് പ്രവർത്തനം നടത്തി. കൊറോണക്ക് മൂന്നു ഘട്ടം ഉണ്ട്. മൂന്നു തവണയായി അത് വന്നിരിക്കും. 2022വരെ കൊറോണ ഈ ഭൂമിയിൽ ഉണ്ടാകും.,0
ഇന്നു ഞാൻ നാളെ നീ പേടികേണ്ട - വന്നു കൊളും _,1
കിടു,1
Athe a velluvili sweekarikuga,0
ശരിക്കും വകഭേദം വന്ന തിരുവാതിര തന്നെ.,1
ഇനിയും കേരളത്തിലെ ജനങ്ങൾ ഈ വിപ്ലവ പാർട്ടിയെ ജയിപ്പിക്കും എന്ന കാര്യത്തിൽ എനിക്ക് ഒരു സംശയവും ഇല്ല. ഇവിടെ കൊറേ വിദ്യാഭ്യാസം ഉള്ളവരാണ് എന്നൊക്കെ വിളമ്പും എന്നിട്ട് കാണിക്കുന്നത്??,1
നാറി ldf കാർ,1
നാണമില്ലേ,1
Inhjethunna Nishanthe parennathu.🙄<br>Nhjammakku badhakamalla ethonnum🙄<br>Thirinjhina?,1
സത്യത്തിൽ തിരുവാതിര കളി വളരെ ഇഷ്ടപെട്ട കല ആയിരുന്നു. ഇപ്പോൾ കൊരങ്ങന്റെ കൈയിലെ പൂമാല പോലെ ആയി.,1
നിങ്ങൾക്കൊന്ന് പരിക്ഷണത്തിന് തയ്യാറാകാത്തത് കുത്തക മരുന്ന് കമ്പനിക്കാരെ സഹായിക്കാൻ ?,0
This is like zombie land.,0
Bil blind china,0
Chinaye...panjikittukoode....,0
കാരണ ഭൂതൻ കിറ്റുകൾ..🤣🤣😂 ഉടൻ എത്തും,1
ഇന്നീ പാർട്ടി ലോകമെങ്ങും സോഭീചീടും കാരണഭൂഥൻ പിണറായി വിജയൻ എന്ന സഖാവ് തന്നെ... പടച്ച റബ്ബേ..... Poli...,1
ലോകസമാധാനം ഉണ്ടോ ഉണ്ടാവാൻ അതിന് കഴിയട്ടെ 👍.ചൈന ഇതിൽ നിന്നും ഒരു പാഠം പഠിച്ചു.😛😛😛,0
"Abdu samad pookottoornu covid protocol ലംഘന കേസ്, then why not for these guyz",0
Best nadu 😅,1
Super Appaa......🤣🤣🤣🤣🤣🤣🤣🤣😇,1
എന്തായാലും വോട്ട് ചെയ്യ്ത് വിജയിപ്പിച്ച ആളുകൾക്ക് അഭിമാനിക്കാം 💪,1
"മാത്രമല്ല രോഗം ഇറ്റലിയിലാണു തുടങ്ങിയതെന്നു ഒരു ഇറ്റാലിയൻ  ഡോക്ടർ പ്രസ്താവിച്ചിട്ടുണ്ട്. Coronavirus: ‘strange pneumonia’ seen in Lombardy in November, leading Italian doctor says Virus was circulating ‘before we were aware of the outbreak in China’, says Giuseppe Remuzzi, director of the Mario Negri Institute for Pharmacological Research",0
ഇതിലും നല്ലത് സകാക്കൾക്ക് നിരന്നിര്ന്ന് തൂറുന്നതായിരുന്നു കേരള സമൂഹം ത്തിന്റെ മുഖത്ത് നാറികൾ,1
Evan markku poyi chathoode..,0
പാർട്ടി സമ്മളനങ്ങളിൽ  കോവിഡ് വരില്ല എന്നു മുഖ്യൻ പിണനാറി 🤣🤣,1
Vivaravum illa velliyazhachayum illatha No1 party😇😇,1
Excellent...,0
ആട്ടുന്നവനെ നെയ്യാൻ ആക്കിയാൽ ഇങ്ങനെ ഇരിക്കും 😂😂😂😂😂,1
ഇതിൽ panghaduthavar covid വന്ന് കിടക്കണം അപ്പോൾ പഠിക്കും,0
"ഇപ്പോൾ നമ്മളുട  കൂട്ടുകാരി മൊബൈൽ  ഫോൺ  ആണ്, എല്ലാവരോടും കോൺടാക്ട്  ചെയ്യാൻ ഉള്ള മീഡിയേറ്റർ",0
"A pleasing news to thousands , waiting for days with out fear and love to walk with out mask 😷",0
വാർത്ത വായിക്കുന്ന മ യിരെ ..അരാൻ്റെ അമ്മയ്ക്ക് ഭ്രാന്ത് വന്നാൽ ചികിൽസ ഇല്ല ..നിൻ്റെ തള്ളയ്ക്ക് ഭ്രാന്ത് വന്നാൽ .. അവസാനം അത് മോഹനൻ വൈദ്യ രോ വടക്കഞ്ചേരി യോ ചികിൽസിക്കണം .. ഒന്ന് പോടാ,0
നിങ്ങൾ പേടിക്കേണ്ട ഗോ മൂത്രവും ചാണക വടയും ഉണ്ടല്ലോ പ്രധിരോധിക്കാൻ,0
തിരുവാതിര കളിക്കാൻ പാർട്ടി സമ്മേളനം നടത്തുന്നു,1
Verum nariya baranam . Churikki paranjal veetile pattikku adupilumavam,1
Kumbhmelaill ulla corona deshiyya coronayyannee🤣🤣🤣,0
Keralathiley kammi kunhungal Delhiyley vivaramonnum arinhillennu thonnunnu onninem kanunnilla,0
ശ്രീ ജോർജ്ജ് വടക്കേടന്റെ വാക്കുകൾ വളരെയർത്ഥവത്താണ്.,0
ഇല്ലാത്ത രോഗത്തിന് വേണ്ടാത്ത വാക്സിൻ .,0
മാധ്യമരംഗത്തെ റോസ്റ്റിങ് അർജു🔥,1
Really great,0
ഇവരെയൊക്കെ വീണ്ടും അധികാരത്തിൽ കേറ്റിയ മലയാളികൾ പൊളിയാണ്...ഇനിയും പ്രതീക്ഷിക്കുന്നു...😅😅,1
അവർക്ക് അവരുടെ കാലം അവർ എന്തുമാവാം,0
Nammada nattil evida kantathe vidheshathuninnum irakumathicheyithathalea avidea lockdown ennu paranjittum avidea anusarikathea nadanavarellam nattil irangi varuthiyathalea,0
ലോക രാജ്യങ്ങള്‍ക്ക് അവരെ നേരിടാൻ ശക്തി ഇല്ല എങ്കിൽ മിണ്ടരുത്. <br>സ്വയം നാണം കെടാതെ നോക്കുക.,0
Adipoli vaaa povaam,1
Ivare okk... Enna parayanaa.... Nammal thanne alle jayippichee.... Anubhavikanmmm,1
Comedy show ayi poyi thiruvathira,1
പ്രകൃതി മാതാവ് ആരോഗ്യ വതിയായി തീ രുകയാണ്<br>നമ്മെ രക്ഷിക്കുന്ന തത്വവും ശക്തിയും നമ്മുക്കും രക്ഷിക്കാനായി വിദ്യയും സമ്പത്തും ശക്തിയുമായി തീർക്കാം ലോക ഭരണത്തിനായി . നാം അമ്മ മക്കൾ ശക്തിയും തത്വമായി ഒരു മ യായി തീർക്കും പ്രകൃതി സുകൃത സംസ്കൃതി ഭാരതത്തിന്റെ ശക്തിയും തത്വയും വിശ്വ രക്ഷയാണ് ദൈവത്തിനെ സൃഷ്ടിക്കുന്ന മാതൃത്വം ഇവിടെയാ ണ് മാതൃത്വം പുജയും ഭക്തിയും ഇവിടെയാണ് എല്ലാ ശുഭം<br>വന്ദനം,0
This buffoon kaalakathykkali very bad amidst of Martyr Comrade Deerajs death.  Wondered to note that what happened to the party in the hands of cultureless senseless group. This is very cruel and should not repeat in anyway. Society could have remember today with thanks if the money spent for the same has been spent for providing food for the poor in the name of paavam Deeraj. Some blind illeterates nonsense sitting at top are governing now and ridiculing party and society..... Shame and sorry.,0
വീണ ആദ്യം നിങ്ങളുടെ ആൾക്കാരെ നന്നാക്ക്... ക്ലാസ്സ്‌ അവർക്കാകട്ടെ,1
"Not correct, China is now facing financial problem.  Their largest construction company is in big trouble",0
Onnupodo,0
ആകെ മൊത്തം 3 കോടിയിലധികം ആൾക്കാരെ കേരളത്തിലുള്ളു അപ്പളാ നൂറു കോടി പ്രമാണം 😂😂😂😂😂,1
എന്തൊക്കെ കണ്ടാലും കേട്ടാലും പഠിക്കാത്ത ജനങ്ങൾ ആയി നാം മാറിയിരിക്കുന്നു.,0
"ചൈനയെ തകർക്കാൻ ശ്രമിച്ചവർ ഇപ്പോൾ അനുഭവിക്കുന്നു 1 കോവിസ് കേരളത്തിൽ ഇത്രയതികം കൂടുന്നു , എന്തെ ഗുജറാത്തിലും യൂയിയിലും ഇത്രയാദികം വർദ്ധിക്കുന്നില്ല ,",0
ഹ ഹ ഹ<br>ഉത്തര കൊറിയയിൽ എത്ര ? കോടിക്കണക്കിനാളുകൾക്കോ,0
ശാസ്ത്രം കൂടുതൽ ഉള്ള കമ്മ്യൂണിസ്റ്റു ചൈനയിലും ഇറ്റലിയിലും ഏറ്റവും കൂടുതൽ പേർ മരിച്ചു,0
അരേ വാ വാ... വയലാറെഴുതോ ഇതുപോലെ. 🙂,1
"Parayunnath onne, cheyuunath veronne.. nalla best coordination 👏",1
അധികാരത്തിൽ എത്തിക്കഴിയുമ്പോൾ എല്ലാവരും ഇതേരീതിയിൽ തന്നെയാണ്  പാർട്ടിയുടെ പേരുകളിൽ മാത്രമേ മാറ്റമൊള്ളൂ...കാലഹരണപ്പെട്ട ആദർശങ്ങളുടെ പേരിൽ ഇപ്പോഴും പാവപ്പെട്ടവരുടെ ചോര ഊറ്റുന്ന.....പ്രസംഗവും പ്രവർത്തിയുമായി ബന്ധമില്ലാത്ത ഇവരിൽനിന്ന് നല്ല കാര്യങ്ങൾ പ്രതീക്ഷിച്ചെങ്കിൽ അത് ജനത്തിന്റെ തെറ്റാണ്...ജനത്തിന്റെ മാത്രം.,1
Rakthasakshiye kittiyathinte akhoshamano,0
സാജൻ sir ഉള്ളത് പറയും   ഏത് മതമായാലും മറുനാടൻ ചാനൽ ഉയിര്,0
"പുര കത്തുമ്പോൾ വാഴ വെട്ടുക , കൊറോണ വരുമ്പോൾ തിരുവാതിര കളിക്കുക😂😂",1
Aa kollam kollam.. Super👌,1
ചൈനയെ നശിപ്പിക്കണം പട്ടികൾ,0
Deltaum inde omicronum inde education illatha partyum Kure shavamgalum,0
റിലേ പോയ വിജയനും ബ്രേക്കില്ലാത്ത ഭരണവും,1
"ചൈനയാണ് ഇതിന്റെ ഉത്തരവാദി.WHO തലവൻ Tredrous Adhanom ആണ് ഇതിന്റെ കൂട്ടിക്കൊടുപ്പുകാരൻ.ഇന്ത്യയെയും വളർന്നു വരുന്ന വരുന്ന മറ്റു രാജ്യങ്ങളെയും തകർക്കാൻ വേണ്ടി തന്നെയാണ് ചൈന ഇത് ചെയ്തത്.<br><br><br>സത്യം പറഞ്ഞത് കൊണ്ടാണ് ട്രംപിന് അധികാരം നഷ്ടമായത്. ശാസ്ത്രജ്ഞരും മാധ്യമങ്ങളും ടെക്നോളജി ഭീമന്മാരും അദ്ദേഹത്തെ ഒരു കോമാളിയാക്കി ചിത്രീകരിച്ചു,അങ്ങനെ അധികാരം നഷ്ടമായി......ലോകം നിയന്ത്രിക്കുന്നത് ചൈനയാണ്.",0
ആശാന് അടുപ്പിലും ആകാം...,1
ഇത് ചൈനയുടെ വളരെ തന്ത്ര പരമായ ഇടപടലാണ് നടത്തുന്നത് ആദ്യം സ്വന്തം നാട്ടിൽ പരീക്ഷണം നടത്തുകയും വിജയിക്കുകയും മറ്റുള്ളവർക്ക് സംശയമില്ലാതാവുകയുമെയ്യും അമേരിക്കയേയും യൂറോപ്പിനേയും തകർത്താൽ അവർക്ക് ലോകം ഭരിക്കാം ഒരു പ്രവചനം നബി (സ) പറഞ്ഞിട്ടുണ്ട് അവസാനക്കാലം കണ്ണ് ഇറുങ്ങിയവർ ലോകം ഭരിക്കുമെന്ന് അതിലേക്കുള്ള മുന്നൊരുക്കമാണിത്,0
എനക് ഇതു ഒന്നും പ്രശ്നമേ അല്ല,1
One world order,0
ദുരന്തങ്ങൾ   ഒന്നിനു പിറകെ ഒന്ന് ലൈവ് ആയി നിന്നാലേ 2026+ലും കിറ്റ് കൊടുത്ത് ഭരണം തുടരും,1
ഊമ്പിയ രാജിയം  ആണ് ചൈന,1
കാരണവന്മാർക്ക് അടുപ്പിലും തൂറാം....dhe eppo ok,0
സഘി തീവ്രവാദികൾ രോഗം പരത്തുന്നോ!,0
"ജര്‍മ്മന്‍കാരന്‍ ജൂതന്‍ എഴുതിയുണ്ടാക്കിയ  കമ്മ്യൂണിസവുമായി യാതൊരു  പുലബന്ധവുമില്ലാതെ  ആ ജൂതന്‍െറ പാര്‍ട്ടിയുടെ  പേരില്‍ അറിയപെടുന്ന  വടക്കേ മലബാറിലെ തീയ്യനും, നമ്പ്യാരും കൂടി  കാവിലെ  തെയ്യം  കള്ളകടത്തും, മയക്കുമരുന്ന്  കച്ചവടവും  , പിരുവും നടത്തി കോടികള്‍  സമ്പാദിക്കുന്ന  പാര്‍ട്ടിയാണ്      കേരള  കമ്മ്യൂണിസം",0
Avastta..,1
"തിരുവാതിരയിൽ 501 അല്ല ആയിരിക്കും, വലിയ    51,     5   0  1 പൂജിയം വീണുപോയതാരിക്കും",1
വീണക്ക് വേറെ വല്ല പണിയും  നോക്കുന്നതാ നല്ലത്,1
Chankile china🧨🧨🥊🥊🧣📍📌📌📍🩸🩸💉💊🧯🧯🚷,1
Where is state health minister... Whether she is alive?... She is not ashamed...? Your party congress....? Useless minister.... Meant for nothing......,1
നീ പുലിയാണ് കേട്ടോ,0
"എന്തു ചെയ്യും? ഒരു ചുക്കും ചെയ്യില്ല. ചൈനക്കും സപ്പോർട്ട് ചെയ്യാൻ കുറേ രാജ്യങ്ങളുണ്ടാവും. മാത്രമല്ല ഐക്യരാഷ്ട്ര സഭയിൽ കൂടിപ്പോയാലൊരു താക്കീത്, ശാസന. അത്രേയുള്ളൂ. അവർ വീണ്ടുമിതുതന്നെ ചെയ്യും. ഏഷ്യാനെറ്റ്നെ പോലെ. ചെയ്യുന്നതൊക്കെ മനപ്പൂർവം അറിഞ്ഞോണ്ട്  ചെയ്തിട്ട് പിന്നെ ഒരു മാപ്പ്",0
നാണമില്ലേ ഇവർക്ക്  പറയുന്നത് ഒന്ന് ചെയുന്നത് മറ്റൊന്ന്,1
They have the antidot,0
ഒന്നും പറയാണില്ലാ ...<br>അനുഭവിക്കുക തന്നെ....<br>പൊതു ജനം കഴുതക്കളാണ്  എന്നല്ലേ വെപ്പ്😀😀😀😀,0
ഇനി ലോക്ക് ഇട്ടു അകത്തു ഇരുത്താൻ നോക്കണ്ട 2കൊല്ലം ഞങ്ങൾ കേട്ടു ഇനി കേൾക്കില്ല,1
The eyes of darkness.,0
ഏഴാം അറിവ് enna film ഇതുമായി നല്ല ബാധമുണ്ടല്ലോ. അതിലും വില്ലൻ ചൈന തന്നെ alle🤔🤔🤔,0
Covid thiruvathira mela 😂😡kashtam🥵,1
സാജൻ സാർ പറഞ്ഞത് പോലെ നടക്കട്ടെ.... ഇത് കഴിഞ്ഞൽ  ചാണക പുഴു വൈറസാകാൻ സത്യതയുണ്ട്...,0
Prasangam allathe pravarthy illa.,0
WHO ക്ക് ഫണ്ട്‌ ചെയ്യുന്ന ചൈന 😑,1
ഇരട്ട ചങ്കൻ....  ഇങ്ങനെ ഒക്കെ വേണോ പാവങ്ങളോട്..... ഒരു മുഖ്യൻ... ഇതാണോ  നല്ല സന്ദേശം... <br>പാവം പ്രവാസി കൾ...  എല്ലാരും കുതിര കേറുന്നത് ഈ പാവം കൂട്ടത്തിനോട് മാത്രം.... <br><br>ഒരു പന്ന ആരോഗ്യ മന്ത്രി യും  പിന്നെ elllathinum മേലെ ഒരു  <br>&quot;സൂപ്പർ &quot; മുഖ്യനും...  കേരളം ഹാപ്പി..  ഭാഗ്യത്തിന് ഞാൻ കേരളത്തിൽ അല്ല ജീവിക്കുന്നത്.... 🤪🤪🤪,1
വിനാശത്തിന്റെയും ഭീകരതയുടെയും മതക്കാർക്ക് എന്ത് കൊറോണ .,0
"If vaccine is safe, then why government not ready to giving compensation for future side effects.?",0
മുറിവൈദ്യൻ മാരാണെങ്കിൽ അവരുടെ വെല്ലുവിളി ഏറ്റെടുത്ത്<br>അവർ കൂടെ കിടക്കട്ടേ അതോടെ<br>അവസാന ിക്കുമല്ലോ എല്ലാം,0
Adipoli,1
"ചൈന യുടെ പ്ലാൻ തന്നെയാണ്,  ദുരൂഹത ഉണ്ട്",0
ചൈനയിൽ നിന്നാണല്ലോ ആദ്യം തുടങ്ങിയത് ... but ഇപ്പൊ മാറി,0
"😀😀😀😀😀enthaa cheyyuka,anubhavikkuka",0
It&#39;s high time the UN passed a resolution against the Dragon. Isolate China and Save the humanity.,0
Thank you doctor...!,0
America wuhan lab bombittu champalakkanam,0
കൊറോണ അതിഗംഭീരമായി 3 ഘട്ടം വരവേൽക്കുന്ന cpm ഗവർമെന്റ്.. മണ്ടൻ മധ്രിസബ.😔,1
ചൈന ഉത്പന്നങ്ങൾ ബഹിഷ്കരിക്കുക.,0
പിണറായി സ്വയം പൊങ്ങി എന്ന് ആരും പറഞ്ഞേക്കരുത് 😂🤣🤣🤣😂😂😂😂😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,1
"തിരുവാതിര നടത്തിയിട്ടു കൊറോണ കുറഞ്ഞില്ലെങ്കിൽ, ഇനി ഒപ്പന ഒന്ന് പരീക്ഷിച്ചാലോ. മാർഗ്ഗം കളിയും പരീക്ഷിക്കാവുന്നതാണ്.",1
Aar ingane cheythath anelum<br>Naamokke etre budhimuttunnundenno?💔,0
Varendannu paranju kaanum.. virus ilibhyanaaayi..,0
"ഇപ്പോൾ ലോകത്തിലെ ഏറ്റവും സാംക്രമിക വൈറസ് ഈ ലാടവൈദ്യനാണ്.ഇവനെ എത്രയും പെട്ടെന്ന് ഏതെങ്കിലും ഒരു കോവിഡ് രോഗിയെകൂടി ഒറ്റദിവസം മാത്രം മതി!ഒന്നു കഴിയാൻ അനുവദിക്കൂ..ആരോഗ്യമന്ത്രിയോടുള്ള അപേക്ഷയാണ്.ഇവനെ,ഈ വൈറസിനെ മലയാളക്കരയിൽനിന്നും രക്ഷിക്കൂ.",0
ഇത് കൊള്ളാം,0
1947 ഓഗസ്റ്റ് 15 ന് ഇന്ത്യക്ക് സ്വാതന്ത്ര്യം കിട്ടി എന്ന് പറയുന്നു. ഇവിടെ കേരളത്തിൽ ജനിച്ചതുകൊണ്ട് ആണോന്നറിയില്ല അങ്ങനെ തോന്നുന്നില്ല,1
പൊട്ടൻ...,1
യാതൊരു ദുരുദ്ദേശവും ഇല്ലെങ്കിൽ പിന്നെ എന്തുകൊണ്ട് നേരത്തെ wuhan lock ചെയ്തു ലോകത്തെ അറിയിച്ചില്ല?? ഡാഷ് മക്കൾ കമ്മ്യൂണിസ്റ്റ്‌ ഭ്രാന്തന്മാർ..!,1
ദൈവം മനുഷ്യനെ സരള ഹൃദയനായി സൃഷ്ടിച്ചു. എന്നാല്‍ അവന്റെ സങ്കീര്‍ണപ്രശ്‌നങ്ങള്‍ അവന്റെ തന്നെ സൃഷ്ടിയാണ്. (ബൈബിൾ ),0
ചൈന ചിരിച്ചു കൊണ്ട് കഴുത്തു അറക്കുന്നു. നോക്കിക്കോ ഇനി ഒരു യുദ്ധം ഉണ്ടേൽ ചൈന തകർന്നു അടിഞ്ഞിരിക്കും.ഇതു ചൈനയുടെ ബയോ വാർ ആണ്,0
Asianetile oru good program 👌.....content creator nd presenter needs a good👏,1
ഇത് നിരോധിക്കാമയിരുന്നു!!!,1
കൊറോണ പോയാലും തൊട്ടും തീണ്ടിയും ജീവികവേണ്ട എന്നങ്ട് തീരുമാനിക്യ.,0
China uyir😘,0
Sare Britton vartha akkiyale Sare ollathu parayukayoullu. Election covid mela nadannapol thankal onnum mindathe erunnu eppol botham vanno Sare.,0
Patti narikal ellam thudagivachitt China ninnu thudachubnikkum ennu....matturavakkayallooo...eni nigalkku enthum avvalloo,0
ഇപ്പോൾ എല്ലാവർക്കും പേടിമാറി വരുന്നു,0
Paranariye.Pedichitta.Omikron.Korona.Avidekkku.Kadakkathathu. Chennal..Kadakku..Purathu.Ennu.Kelkkandayennu.Karuthiyanu.Pokathathu.Pol.Ekathipathikkendumakamallo.,0
Chinaye veruthe vidaruth,0
Omicron... It&#39;s a great privilege to work with the Kerala government. I am very happy for this deserving welcome. Thank you,0
ഇതു ചൈന  ജിഹാദ് ആണോ..😄😄.,0
Virus incubator China ye ottapeduthanam......They killed millions and blame nature,0
Cpm thanne ee parupadi kal ellam cheyunnathe jannangalle viddikallakkiyathe nirthathayilla cpm thanne nadinnapathannu cpm ulla ellarum sampannarayil adipidi kku poya kurachuthandikal mathram vayinookki nadakkunnu share ittu kallukudikkan nadakkunnu,1
തിരുവാതിരഭഗവാൻറെ പിറന്നാളാണ് തിരുവാതിരതിരുവാതിര അല്ല കൈകൊട്ടിക്കളികേരളത്തിലെ ജനങ്ങളെ മുഴുവൻ വിഷമിപ്പിച്ചിട്ടുണ്ട് ഒരു ആഘോഷ,1
എന്തായാലും ആ  D പൊയ്‌ക്കിട്ടിയല്ലോ,0
All are doctors now..<br>People know about covid now...They know about protection...Mask..<br>Ayuvedic treatment.. Method<br>Remidie. .Give instructions<br>and Guidelines.. Nothing to worry...But Lockdown and some panics are here..,0
Ini onnum cheyathirinalmathi . munne paranjathu pinarayi 7divasam corontain aaki,0
ചി ചി എം,1
നാട്ടുകാരുടെ ജീവൻ പോയാൽ മഞ്ഞരമയ്ക്കെന്താല്ലേ???ഫൈസറുകാരും ബിൽ ഗേറ്റ്സുമൊക്കെ എത്ര തന്നു???,1
ചൈനയിലും കൊറിയയിലും എങ്ങനെയാണ് കൊറോണ പടരുന്നത്. രോഗം വന്നവരെ അപ്പ്പോൾ കൊന്നുകളയുകയല്ലേ.,0
China is a devil,0
അകലം പാലിച്ചുള്ള തിരുവാതിര ആയിരുന്നു... 😄,1
സുപ്പർ എഡിറ്റിങ്ങ് സൂപ്പർ അവതരണം👌👌👌👌👌,0
Seems to be a realistic analysis after a long time since COVID 19 was reported first,0
"&quot;എന്റെ തല, എന്റെ ഫുൾ ഫിഗർ &quot;  എന്ന തരത്തിൽ അനുയായികളെകൊണ്ട് സ്തുതി പാടിയ്ക്കുന്നത് കണ്ടിട്ട്<br>ഉത്തര കൊറിയയെയും,  &quot;കിമ്മിനെയും&quot; ഓർത്തുപോയി.<br>      വാഴ്ത്തപ്പെട്ടവനായി അടുത്ത പാർട്ടി കോൺഗ്രസ്‌ പ്രഖ്യാപിക്കും.",0
പ്രവാസികൾ നാടിന്റെ നട്ടല്ലാണ്<br>നാട്ടിൽ വല്ല സഹായവും വേണ്ടി വന്നാൽ മാത്രം,1
China indiak ethire preyogikan vendi america yude kayyil ninnu medicha virus aanu ith. Bombukalilum matum upeyogikan. Ath buhanile labil aanu soikshichirunne but enganeyo ath chaadipoyi ennanu ee coronaye pati adyamokke precharichirunnath. Ith manushya nirmithamaya virus anennum pareyunnu. Ethratholam sathyam anennu ariyilla.,0
രാഷ്ട്രീയകാർ അങ്ങനെ ആയി അതിനു പോകുന്ന ജനങ്ങളെ ആണു തല്ലണ്ടത്‌,1
"കാരണവന്മാർക്ക് അടുപ്പിലും തൂറാം ഞങ്ങളുടെ പാർട്ടി ഞങ്ങളുടെ കേരളം ഞങ്ങളുടെ പറമ്പ് ഞങ്ങളുടെ ആളുകൾ. ITHINEYAANU NAMMAL THENDITHARAM ENNU PARAYUYNNATHU. BHOO, BHOO, BHOO,",1
തെറ്റ് ആര് ചെയ്താലും അത് തെറ്റ് തന്നെയാണ്....👎,1
ഇനി എന്ത് നമ്മളാൽ ചെയ്യാൻ കഴിയും എന്ന് കൂടെ ചിന്തിക്കുന്നത് നല്ലത് ആണ്,0
എന്താ പറയാ ഒന്നും പറഞ്ഞിട്ട് കാര്യമില്ല  ഉളുപ്പില്ലാത്ത ജന്തുക്കൾ,1
"തെറ്റ്  ഉണ്ടേൽ  തിരുത്താം. പക്ഷെ  ചൈന  യുടെ  മിടുക്കു  മറ്റുള്ളവരെ  പറ്റിപ്പിക്കലാണ് എങ്കിൽ അവരുടെ ബുദ്ധിയെ പ്രശംസിക്കുക.  ഒരാൾ  നമ്മളെ  സ്വാധീനിച്ചു  പല  രീതിയും പ്രഗോഗിച്ചു  നമുക്കുള്ളതിനെ  കൈക്കൽ  ആക്കിയാൽ. ആരാണ്  മിടുക്കൻ?  ചതിക്ക  പെട്ടവൻ  ആണോ, ചതിച്ചു  വാങ്ങിയവൻ ആണോ മിടുക്കൻ.  ചൈന ഇങ്ങനെ മറ്റു ള്ളവരെ  സ്വാധീനിച്ചു  തന്റെ  കീശ  വീർപ്പിക്കുന്നു  എങ്കിൽ. ആരാണ്  തെറ്റ്  ആരാണ്  കോമാളി ആരാണ്  കേമൻ?  ഒന്ന്  ചിന്തിക്ക  തെറ്റ്  ആർക്കു  പറ്റി.  ഇവിടെ  ആരു  ബുദ്ധി  ഉള്ളവൻ. ?????",0
"നമിച്ചു പൊന്നോ, ഇങ്ങനെ പൊളിച്ചടക്കണോ?🙏😆",1
പിണറായി ഭഗവാനും വീണ ഭഗവതിയും നമ്മളെ രക്ഷിക്കും🙏😥🙏,1
Great depression 2.0 coming🔯,1
Thudarbaranam viddittham aayi,1
Ban china,0
തിരുവാതിര   എന്നാ കാലരൂപത്തെ    ഇങ്ങനെ തരം തയ്താൻ പാടില്ലായിരുന്നു,1
Oru nanakkedum Ella.. Eniyum nadakkattea.. Kumbha melam.. Ki jai... Jai mahadeva 🕉,1
Aaahaa...😇😇😇,1
"True, true, true.",0
എല്ലാ ജില്ലകളിലും ഓരോ തിരുവാതിര കളി സഘടിപ്പിക് അപ്പോൾ കൊറോണയ്ക് സൗകര്യം ആയിരിക്കും 🤭🤭🤭,1
നിങ്ങൾ പറഞ്ഞതിനോട് 100% യോജിക്കുന്നു ഇവിടെ ദുബായ് അതിനൊരു ബെസ്റ്റ് ഉദാഹരണമാണ്. ഇവിടെ 90% ആളുകളും എഫക്റ്റഡ് ആണ് പക്ഷെ കൂടുതലും പേര് 1 മാസത്തിനുള്ളിൽ വേറെ ഒരു ബുദ്ധിമുട്ടും ഇല്ലാതെ റിക്കവർ ആകുന്നു.  ഈ ഞാൻ ഉൾപ്പെടെ.,0
അതേ ലോകം മുഴുവൻ അവമാരുടെ കാൽക്കൽ ചെല്ലാൻ വേണ്ടി ആണ്,0
ഇത് ട്രോൾ ആണോ 😂,1
"ഇരട്ട ചങ്കൻ.... ഇങ്ങനെ ഒക്കെ വേണോ പാവങ്ങളോട്..... ഒരു മുഖ്യൻ... ഇതാണോ നല്ല സന്ദേശം...  പാവം പ്രവാസി കൾ... എല്ലാരും കുതിര കേറുന്നത് ഈ പാവം കൂട്ടത്തിനോട് മാത്രം....   ഒരു പന്ന ആരോഗ്യ മന്ത്രി യും പിന്നെ elllathinum മേലെ ഒരു  ""സൂപ്പർ "" മുഖ്യനും... കേരളം ഹാപ്പി.. ഭാഗ്യത്തിന് ഞാൻ കേരളത്തിൽ അല്ല ജീവിക്കുന്നത്",1
"ചൈന ദുരൂഹതയുടെ പട്ടികയിൽ ആണ്, അവൻ ആണ് ഇതിന്റെ സൂത്രധരൻ",0
This is not thiruvaathira this is new Gen pinuvathira,1
